,daysBetweenDates,isBasicEconomy,1depTimeOnly,numberOfStopovers,waitingTime,numericalStartingAirport,numericalDestinationAirport,numerical1cabin,totalFare
22481,32,1,14,0,0.0,14,1,1,99.6
22482,15,0,7,1,1.0,11,9,1,381.6
22483,59,0,22,0,0.0,1,8,1,69.6
22484,60,0,7,1,1.0,4,0,1,348.59
22485,3,0,6,2,7.0,6,12,1,566.7
22486,44,0,7,1,6.0,8,3,1,571.2
22487,54,0,7,1,2.0,2,14,1,397.1
22488,52,0,11,1,1.0,0,15,1,370.6
22489,21,0,11,0,0.0,9,15,1,181.6
22490,3,1,9,1,2.0,9,10,1,352.6
22492,52,0,0,1,1.0,9,6,1,577.6
22493,40,0,8,0,0.0,2,5,1,197.1
22494,27,0,6,1,1.0,10,9,1,547.6
22495,39,1,13,0,0.0,6,5,1,138.6
22496,5,0,5,1,1.0,3,1,1,236.1
22497,45,0,9,2,10.0,4,12,1,542.7
22498,3,0,6,1,2.0,0,3,1,311.58
22499,41,0,10,1,4.0,1,0,1,228.2
22500,41,0,13,0,0.0,2,4,1,182.1
22501,23,0,5,0,0.0,13,2,1,250.61
22502,27,0,9,1,8.0,13,7,1,324.2
22503,16,0,9,0,0.0,8,0,1,58.6
22504,12,0,12,1,5.0,8,14,1,317.2
22505,1,0,14,1,5.0,8,7,1,517.21
22506,6,0,18,0,0.0,8,15,1,304.35
22507,38,0,7,1,3.0,2,4,1,267.1
22509,7,0,18,1,1.0,3,9,1,167.6
22510,8,0,16,1,6.0,12,8,1,627.2
22511,36,0,21,1,7.0,13,12,1,447.2
22512,6,0,14,1,2.0,13,8,1,511.61
22513,46,0,11,1,1.0,9,8,1,450.6
22514,37,1,6,0,0.0,0,10,1,138.6
22515,15,0,13,0,0.0,13,10,1,215.6
22516,51,0,8,1,3.0,10,9,1,177.61
22517,27,0,8,1,4.0,14,13,1,278.6
22518,36,0,9,1,8.0,11,10,1,354.19
22519,18,0,13,1,1.0,2,13,1,357.1
22520,9,0,7,1,4.0,1,5,1,259.21
22521,10,0,7,1,1.0,11,2,1,261.61
22522,23,0,17,2,7.0,12,0,1,432.7
22523,4,0,10,1,3.0,5,14,1,207.6
22524,6,0,10,1,3.0,13,4,1,352.6
22525,20,0,17,1,1.0,2,13,1,357.1
22526,12,0,9,0,0.0,7,6,1,238.6
22527,5,0,16,0,0.0,14,5,1,258.6
22528,36,1,8,1,2.0,15,9,1,171.6
22529,34,0,9,1,7.0,14,11,1,113.58
22530,10,0,17,1,1.0,2,0,1,366.1
22531,19,0,9,1,4.0,10,14,1,242.2
22532,17,0,8,0,0.0,15,1,1,738.6
22533,38,0,15,1,1.0,4,13,1,578.6
22534,49,0,13,1,1.0,4,11,1,221.6
22536,14,0,9,1,7.0,6,1,1,167.58
22537,24,0,17,1,2.0,14,15,1,226.6
22538,31,0,17,0,0.0,8,1,1,118.6
22539,37,1,9,0,0.0,10,7,1,110.6
22540,5,0,5,1,2.0,14,11,1,253.6
22541,2,0,23,1,4.0,3,2,1,222.99
22542,31,0,22,1,1.0,9,14,1,438.6
22543,40,0,6,1,4.0,3,1,1,352.2
22544,1,0,11,0,0.0,9,15,1,308.6
22545,4,0,13,1,2.0,13,0,1,215.1
22546,34,0,12,1,2.0,9,14,1,438.6
22547,40,0,20,1,1.0,2,1,1,357.1
22548,46,1,20,1,1.0,10,5,1,147.6
22549,36,0,13,0,0.0,4,0,1,278.6
22550,41,0,20,1,1.0,5,0,1,406.1
22551,57,0,10,2,6.0,4,9,1,395.71
22552,12,0,16,1,0.0,8,9,1,337.6
22553,16,0,16,1,3.0,2,13,1,248.08
22554,9,0,12,1,1.0,0,11,1,406.6
22555,47,1,6,1,4.0,4,0,1,149.6
22556,16,0,9,1,4.0,14,15,1,534.01
22557,24,1,22,1,3.0,9,7,1,277.6
22558,26,1,17,1,1.0,15,3,1,168.6
22559,43,0,11,1,2.0,2,15,1,369.1
22560,24,0,21,1,7.0,5,4,1,122.58
22561,37,0,8,1,5.0,7,9,1,487.2
22562,12,0,8,1,1.0,4,0,1,425.6
22563,57,0,10,0,0.0,5,0,1,248.6
22564,38,1,17,1,2.0,11,3,1,188.6
22565,25,0,12,0,0.0,11,0,1,244.6
22566,15,0,12,1,2.0,1,7,1,177.61
22567,7,0,20,0,0.0,1,10,1,128.6
22568,14,0,24,1,2.0,9,10,1,446.1
22570,25,0,6,1,1.0,1,9,1,308.6
22571,46,0,11,1,7.0,12,3,1,265.2
22572,26,0,15,1,1.0,5,9,1,491.6
22573,17,0,5,2,6.0,11,12,1,1084.1
22574,29,0,15,1,1.0,2,0,1,278.1
22575,33,0,14,0,0.0,10,1,1,108.6
22576,20,0,14,1,1.0,14,4,1,203.6
22577,34,0,13,1,4.0,5,10,1,217.61
22578,21,0,9,1,2.0,7,8,1,436.6
22579,10,0,19,0,0.0,5,6,1,178.6
22580,46,0,14,1,1.0,13,11,1,257.6
22581,20,0,9,1,2.0,0,1,1,378.6
22582,20,0,17,0,0.0,7,2,1,248.6
22583,52,0,21,0,0.0,10,13,1,88.6
22584,20,0,16,0,0.0,3,15,1,172.6
22585,24,0,20,2,6.0,5,8,1,481.7
22586,43,0,24,1,2.0,9,7,1,297.6
22587,18,0,16,0,0.0,11,4,1,326.6
22588,42,0,12,2,6.0,4,12,1,537.1
22589,12,0,19,2,4.0,12,10,1,606.1
22590,1,0,6,1,11.0,5,14,1,508.2
22591,46,0,12,1,4.0,4,8,1,262.2
22592,2,0,9,1,1.0,4,9,1,294.6
22593,44,0,13,1,1.0,10,4,1,202.58
22594,40,0,17,0,0.0,6,9,1,498.6
22596,16,1,6,1,2.0,11,1,1,177.61
22597,4,0,17,0,0.0,13,4,1,259.6
22598,7,0,11,1,3.0,8,3,1,631.6
22599,23,0,23,1,7.0,2,11,1,282.7
22600,27,0,13,1,3.0,2,10,1,160.1
22601,50,1,15,0,0.0,0,4,1,118.6
22602,37,0,20,1,1.0,5,9,1,279.6
22603,11,0,9,0,0.0,0,3,1,83.98
22604,47,0,14,1,1.0,6,9,1,172.6
22605,39,0,17,1,4.0,3,5,1,118.58
22606,44,0,10,0,0.0,14,5,1,228.6
22607,32,0,13,1,7.0,7,12,1,567.2
22608,50,0,11,0,0.0,8,15,1,504.87
22609,5,0,16,1,2.0,13,7,1,199.1
22610,9,0,6,1,3.0,5,15,1,321.6
22612,29,0,7,1,1.0,9,2,1,321.6
22613,5,0,14,1,2.0,8,13,1,546.61
22615,56,0,8,0,0.0,3,7,1,358.6
22616,30,0,5,1,2.0,14,9,1,429.6
22617,7,0,16,1,2.0,4,9,1,358.6
22618,11,0,11,1,2.0,0,10,1,136.1
22619,3,0,19,0,0.0,9,15,1,218.6
22620,26,0,14,1,5.0,14,7,1,291.71
22621,45,0,16,0,0.0,2,13,1,214.1
22622,15,1,12,1,7.0,6,14,1,286.2
22623,49,0,13,0,0.0,7,5,1,238.61
22624,59,0,13,0,0.0,8,11,1,143.6
22625,60,0,6,1,4.0,3,14,1,334.6
22626,32,0,23,1,1.0,9,10,1,347.61
22627,8,0,18,0,0.0,13,0,1,278.6
22628,19,0,17,0,0.0,1,10,1,88.6
22629,18,0,21,1,7.0,9,3,1,328.2
22630,34,0,10,1,3.0,10,2,1,87.06
22631,38,1,18,0,0.0,10,0,1,138.6
22632,23,0,6,2,1.0,10,12,1,568.11
22633,56,0,11,0,0.0,3,9,1,205.6
22634,34,1,7,1,1.0,15,5,1,286.6
22635,20,0,12,1,6.0,10,13,1,422.21
22636,33,0,18,1,2.0,0,14,1,177.61
22637,44,0,11,2,8.0,12,8,1,616.69
22638,26,0,21,1,5.0,4,14,1,454.2
22639,21,0,13,2,5.0,8,14,1,740.09
22640,55,0,19,0,0.0,1,8,1,253.8
22641,40,0,13,1,2.0,9,5,1,370.6
22642,53,0,14,0,0.0,10,0,1,202.6
22643,17,0,20,1,1.0,5,10,1,200.6
22644,13,0,8,1,2.0,1,4,1,320.1
22645,36,0,12,1,3.0,14,9,1,210.58
22646,18,0,10,1,2.0,2,5,1,316.1
22647,45,0,6,1,1.0,13,7,1,256.6
22648,39,0,13,1,4.0,4,5,1,487.6
22649,35,0,9,1,1.0,10,15,1,802.6
22650,60,0,11,2,5.0,13,14,1,540.1
22651,43,0,9,0,0.0,13,3,1,298.6
22652,33,0,6,1,4.0,5,14,1,200.6
22654,26,0,10,1,1.0,13,3,1,224.6
22655,40,0,8,1,2.0,3,1,1,432.6
22656,27,0,9,1,1.0,2,13,1,357.1
22657,39,1,6,1,2.0,0,6,1,177.61
22659,45,1,12,0,0.0,4,13,1,162.6
22660,9,0,23,1,4.0,9,2,1,478.61
22661,32,0,19,1,2.0,12,5,1,517.6
22662,33,0,6,1,2.0,7,3,1,425.6
22663,6,0,8,0,0.0,8,11,1,378.6
22664,3,0,24,1,4.0,3,1,1,273.2
22665,40,0,6,1,1.0,5,0,1,292.6
22667,2,0,8,0,0.0,8,11,1,192.6
22668,55,0,21,1,8.0,13,12,1,867.21
22669,43,0,7,1,4.0,0,1,1,123.21
22670,55,0,9,1,7.0,0,5,1,116.58
22671,40,0,22,1,4.0,15,11,1,497.2
22672,4,0,14,1,0.0,2,4,1,267.1
22673,27,0,20,1,1.0,12,0,1,398.6
22674,14,0,8,0,0.0,0,10,1,163.98
22675,27,0,14,2,5.0,0,12,1,611.7
22676,46,1,17,1,3.0,9,1,1,236.6
22677,9,0,8,1,0.0,1,7,1,544.1
22678,15,0,7,1,3.0,9,8,1,437.6
22679,12,0,20,1,1.0,15,5,1,436.6
22680,12,0,10,1,2.0,15,13,1,316.6
22681,4,0,8,2,7.0,7,15,1,503.7
22682,4,0,14,0,0.0,15,8,1,348.6
22683,55,0,17,1,3.0,0,1,1,120.61
22684,28,1,23,0,0.0,0,5,1,148.6
22685,2,0,7,1,1.0,14,7,1,297.1
22686,55,0,10,1,3.0,10,14,1,127.6
22687,34,1,14,1,1.0,6,13,1,167.6
22688,48,0,13,1,4.0,2,9,1,287.1
22689,2,0,6,2,8.0,12,5,1,579.7
22690,17,0,7,1,3.0,2,13,1,304.11
22691,54,0,7,1,4.0,13,9,1,490.2
22692,39,0,12,1,1.0,11,5,1,404.6
22693,5,0,8,1,1.0,15,10,1,457.6
22694,14,0,14,0,0.0,6,2,1,238.6
22695,39,1,18,1,1.0,4,9,1,127.6
22696,60,0,7,1,1.0,0,10,1,501.6
22697,28,0,7,0,0.0,1,3,1,181.6
22698,11,0,8,1,3.0,13,4,1,218.58
22699,47,1,8,1,2.0,6,13,1,87.6
22700,38,0,7,1,2.0,12,13,1,441.6
22701,25,0,24,1,1.0,15,5,1,300.6
22702,23,0,15,1,1.0,11,0,1,595.61
22704,27,0,9,0,0.0,13,4,1,215.6
22705,31,0,23,1,6.0,9,10,1,374.2
22706,59,0,13,2,7.0,8,5,1,452.7
22708,13,0,5,1,1.0,7,4,1,581.6
22709,12,0,6,0,0.0,1,13,1,158.6
22710,47,0,17,1,3.0,10,15,1,307.6
22711,50,0,8,1,4.0,13,10,1,102.6
22712,28,0,20,0,0.0,4,9,1,228.6
22713,22,0,14,1,2.0,9,5,1,179.58
22714,19,0,8,1,4.0,4,14,1,233.6
22715,23,0,22,1,8.0,2,14,1,298.7
22716,11,0,17,1,1.0,7,10,1,566.6
22717,9,1,18,1,1.0,1,6,1,141.6
22718,6,0,22,0,0.0,8,1,1,193.6
22719,45,0,23,1,1.0,15,11,1,508.6
22720,5,0,12,1,5.0,10,15,1,637.21
22721,17,0,11,2,5.0,8,14,1,315.1
22722,18,0,19,0,0.0,10,2,1,238.6
22723,43,0,15,0,0.0,9,1,1,588.6
22724,54,0,9,1,4.0,11,15,1,277.6
22725,7,0,6,1,4.0,14,4,1,294.6
22726,26,0,7,2,8.0,10,12,1,554.7
22727,13,0,13,0,0.0,9,3,1,158.6
22728,6,1,16,0,0.0,9,15,1,88.6
22729,18,0,13,1,1.0,1,4,1,247.6
22730,4,0,9,1,3.0,5,4,1,388.6
22731,22,1,21,1,7.0,10,7,1,287.2
22732,50,0,6,1,1.0,5,4,1,248.6
22733,5,1,6,1,4.0,1,14,1,197.6
22734,7,1,21,1,7.0,0,15,1,348.21
22735,42,0,6,0,0.0,10,1,1,78.6
22737,5,0,6,1,6.0,0,10,1,345.58
22738,18,0,8,1,3.0,11,0,1,241.6
22739,47,0,15,1,4.0,11,14,1,321.6
22740,22,0,6,1,2.0,5,3,1,568.59
22741,8,0,6,1,4.0,7,4,1,369.2
22742,40,1,10,1,4.0,10,2,1,120.6
22743,40,0,19,1,1.0,11,1,1,380.07
22744,8,0,0,1,1.0,15,14,1,498.6
22745,6,0,17,0,0.0,3,14,1,418.6
22746,17,0,10,0,0.0,3,13,1,298.6
22747,5,0,6,1,7.0,10,7,1,398.7
22748,2,0,6,1,3.0,9,2,1,351.6
22749,59,0,10,1,1.0,13,3,1,253.6
22750,31,1,22,1,8.0,0,10,1,203.2
22751,26,0,7,1,1.0,15,1,1,233.6
22752,11,0,18,0,0.0,11,8,1,328.6
22753,16,0,17,0,0.0,8,15,1,338.61
22754,4,0,11,1,3.0,11,14,1,212.6
22755,41,0,9,0,0.0,11,15,1,518.6
22756,20,0,7,2,5.0,12,4,1,417.1
22757,51,0,23,1,5.0,15,1,1,507.2
22758,14,0,7,2,7.0,7,5,1,400.59
22759,6,0,6,1,2.0,2,4,1,223.1
22760,35,0,5,1,4.0,5,9,1,239.58
22761,35,1,12,0,0.0,10,4,1,228.6
22762,13,0,12,1,4.0,0,15,1,433.61
22764,45,0,13,0,0.0,10,11,1,148.6
22765,48,0,13,0,0.0,5,1,1,133.6
22766,10,0,18,0,0.0,6,1,1,208.61
22767,35,1,23,0,0.0,0,9,1,308.6
22768,16,0,14,1,3.0,4,13,1,368.6
22769,35,0,20,0,0.0,3,15,1,438.6
22770,5,0,10,1,2.0,3,13,1,224.6
22771,36,1,19,0,0.0,6,7,1,110.6
22772,28,0,15,1,1.0,10,11,1,297.6
22773,35,0,6,1,1.0,14,3,1,400.6
22774,21,0,8,0,0.0,10,13,1,88.6
22775,40,0,23,1,2.0,9,10,1,378.61
22777,32,0,11,2,5.0,10,12,1,673.1
22778,33,0,6,1,8.0,2,9,1,734.7
22779,50,0,21,0,0.0,13,14,1,248.6
22780,29,0,10,2,3.0,3,8,1,514.11
22781,9,0,11,1,1.0,11,4,1,380.61
22782,57,0,6,1,5.0,12,6,1,329.58
22783,59,1,7,1,1.0,3,13,1,168.6
22784,44,0,5,1,3.0,5,9,1,118.58
22785,37,0,15,1,2.0,10,14,1,511.6
22787,29,1,13,1,0.0,4,15,1,193.6
22788,44,0,6,0,0.0,4,11,1,183.6
22789,34,0,18,1,3.0,10,9,1,417.6
22790,45,0,7,1,3.0,14,11,1,595.6
22791,28,0,12,1,2.0,6,3,1,551.61
22792,2,0,12,1,1.0,9,13,1,371.6
22793,9,0,7,1,1.0,10,15,1,267.6
22794,24,1,6,1,1.0,14,0,1,97.6
22795,54,0,6,2,8.0,8,4,1,562.7
22796,9,0,19,1,0.0,3,9,1,187.6
22797,34,0,8,1,1.0,10,1,1,336.6
22798,35,0,13,1,7.0,9,12,1,90.16
22799,40,1,10,1,1.0,3,1,1,183.6
22800,29,0,17,0,0.0,7,5,1,208.61
22801,5,1,7,1,1.0,11,12,1,232.6
22802,2,0,8,2,6.0,2,12,1,549.61
22803,57,0,21,0,0.0,6,9,1,313.6
22804,8,0,6,0,0.0,5,11,1,248.6
22805,49,0,7,1,2.0,1,9,1,501.6
22806,12,0,14,1,3.0,1,14,1,436.59
22807,23,0,13,1,1.0,9,12,1,125.58
22808,47,1,12,1,3.0,0,6,1,144.6
22809,15,1,11,1,6.0,0,1,1,102.2
22810,39,0,15,1,1.0,2,4,1,311.1
22811,43,0,24,1,1.0,15,14,1,387.6
22812,5,0,21,0,0.0,1,8,1,173.6
22813,50,0,11,0,0.0,13,11,1,488.6
22814,49,0,10,2,3.0,8,4,1,780.11
22815,12,0,6,0,0.0,10,4,1,148.6
22816,43,0,16,0,0.0,14,2,1,53.99
22817,41,0,6,1,1.0,1,9,1,269.6
22818,59,0,12,1,4.0,10,13,1,225.6
22819,15,0,8,2,5.0,11,9,1,453.1
22820,48,0,6,1,2.0,3,14,1,217.99
22821,7,0,8,1,4.0,10,0,1,417.2
22822,16,0,5,0,0.0,4,11,1,436.6
22823,30,0,9,2,9.0,14,6,1,294.7
22824,46,1,10,1,4.0,4,9,1,127.6
22825,20,0,13,0,0.0,10,1,1,93.6
22826,3,0,8,2,5.0,5,2,1,464.1
22827,3,0,17,0,0.0,1,2,1,338.61
22828,20,0,7,1,5.0,12,3,1,567.2
22829,34,0,7,2,4.0,2,12,1,775.6
22830,55,0,16,1,1.0,1,3,1,192.6
22831,24,0,12,2,4.0,10,12,1,796.1
22832,15,0,17,0,0.0,3,1,1,428.6
22833,41,1,21,0,0.0,11,6,1,112.6
22834,21,0,11,1,1.0,0,11,1,238.6
22835,21,0,15,1,2.0,1,9,1,567.1
22836,5,0,11,1,1.0,10,14,1,591.61
22837,24,0,8,1,5.0,9,5,1,457.2
22838,47,0,20,0,0.0,1,8,1,98.6
22839,42,0,14,1,2.0,3,10,1,317.6
22840,15,0,11,0,0.0,10,1,1,93.6
22841,49,0,7,1,2.0,8,9,1,462.6
22842,44,0,8,0,0.0,6,1,1,83.6
22843,13,0,11,1,2.0,1,0,1,361.6
22844,26,1,7,1,1.0,6,15,1,167.6
22845,47,0,10,1,2.0,8,13,1,471.61
22846,28,0,7,1,3.0,7,14,1,198.11
22847,48,0,8,1,2.0,12,4,1,231.58
22848,25,0,9,1,2.0,8,3,1,356.6
22849,9,0,7,1,1.0,2,10,1,236.1
22850,11,0,20,1,1.0,6,7,1,451.1
22851,3,0,6,1,4.0,8,3,1,697.21
22852,32,0,9,1,1.0,0,6,1,251.1
22853,38,0,17,0,0.0,10,1,1,188.6
22854,39,0,21,0,0.0,5,11,1,82.59
22855,21,0,1,1,2.0,9,11,1,483.6
22856,39,0,13,1,1.0,9,2,1,458.6
22857,7,0,17,1,2.0,10,15,1,761.6
22858,41,0,18,1,3.0,15,11,1,374.01
22859,3,0,13,1,3.0,13,14,1,253.6
22860,5,0,13,1,2.0,13,2,1,381.6
22861,54,0,15,0,0.0,0,15,1,318.6
22862,26,0,6,2,16.0,12,11,1,775.3
22863,31,0,7,2,6.0,12,0,1,671.7
22864,29,0,18,1,7.0,15,2,1,336.2
22865,33,0,15,1,1.0,10,11,1,139.6
22866,53,0,12,1,6.0,11,9,1,311.58
22867,23,1,5,1,2.0,15,10,1,137.6
22868,15,0,20,1,1.0,10,15,1,307.6
22869,23,0,7,2,6.0,14,12,1,528.1
22870,23,0,8,0,0.0,6,11,1,286.6
22871,34,1,22,1,6.0,2,13,1,305.7
22872,33,0,9,1,8.0,5,9,1,412.2
22873,24,0,15,1,5.0,5,11,1,240.2
22874,10,0,7,0,0.0,13,9,1,327.6
22875,4,0,10,1,5.0,5,2,1,414.2
22876,15,0,17,1,2.0,6,7,1,268.6
22877,32,0,16,0,0.0,13,2,1,259.6
22878,47,0,11,1,2.0,9,0,1,338.6
22879,13,0,15,1,2.0,8,13,1,551.6
22880,4,0,16,1,2.0,0,6,1,256.1
22881,17,0,13,1,4.0,14,9,1,368.6
22882,12,1,6,1,1.0,14,15,1,277.6
22883,31,0,23,0,0.0,0,6,1,238.6
22884,27,0,12,1,7.0,0,11,1,282.19
22885,37,0,21,1,6.0,13,15,1,534.2
22886,29,0,11,1,4.0,0,2,1,221.6
22887,7,0,6,0,0.0,9,1,1,329.6
22888,35,0,10,1,3.0,2,9,1,416.1
22889,37,0,8,2,2.0,7,15,1,1049.1
22890,31,0,6,1,6.0,13,4,1,367.2
22891,7,0,6,2,2.0,2,8,1,605.6
22892,18,0,14,1,2.0,15,5,1,747.6
22893,56,1,9,1,2.0,1,10,1,109.1
22894,34,0,11,1,1.0,14,2,1,247.6
22895,16,1,6,0,0.0,1,6,1,48.6
22896,14,0,11,1,4.0,9,0,1,538.6
22897,23,1,16,2,11.0,10,12,1,207.7
22898,21,0,7,1,7.0,12,3,1,507.2
22899,35,1,11,1,2.0,10,9,1,130.6
22900,3,0,12,1,2.0,4,15,1,192.6
22901,19,0,11,0,0.0,6,4,1,386.6
22902,53,0,8,1,1.0,11,6,1,358.6
22903,20,0,16,0,0.0,9,0,1,523.6
22904,25,0,13,1,1.0,13,10,1,222.6
22905,3,0,10,0,0.0,0,6,1,215.6
22906,35,1,22,0,0.0,9,8,1,228.6
22907,34,0,12,1,1.0,14,2,1,373.6
22908,49,0,7,2,6.0,5,8,1,501.69
22909,32,1,6,1,1.0,7,1,1,67.6
22910,24,0,13,1,3.0,2,9,1,563.11
22911,48,1,17,1,1.0,13,5,1,137.6
22912,18,0,12,1,1.0,9,3,1,227.6
22913,32,0,10,1,4.0,13,14,1,251.6
22914,58,0,9,1,6.0,11,10,1,396.19
22915,28,0,7,1,2.0,15,1,1,390.62
22916,14,0,17,0,0.0,7,1,1,208.61
22917,2,0,5,1,1.0,3,1,1,477.11
22918,50,0,7,1,3.0,11,7,1,481.59
22919,25,0,11,1,3.0,2,9,1,445.1
22920,31,0,7,0,0.0,1,8,1,333.6
22921,40,0,12,1,4.0,11,9,1,558.61
22922,28,0,12,1,5.0,12,13,1,521.21
22923,20,0,7,0,0.0,0,8,1,218.6
22924,2,0,5,1,8.0,0,6,1,381.58
22925,50,0,17,0,0.0,1,9,1,518.6
22926,59,0,21,0,0.0,8,9,1,899.61
22927,34,0,15,1,4.0,10,0,1,176.11
22928,50,0,11,0,0.0,15,9,1,242.6
22929,28,0,11,2,4.0,9,14,1,617.1
22930,2,0,13,1,1.0,9,2,1,370.6
22931,4,0,16,1,1.0,4,2,1,342.6
22932,59,0,7,1,1.0,0,7,1,176.11
22933,28,0,22,1,8.0,13,9,1,212.96
22934,46,0,20,0,0.0,0,2,1,188.6
22935,28,0,7,1,2.0,9,11,1,361.58
22936,31,1,24,1,4.0,9,1,1,226.6
22937,11,0,9,1,4.0,14,13,1,339.58
22938,6,0,5,0,0.0,14,4,1,296.61
22939,8,0,6,1,1.0,2,0,1,322.1
22940,39,0,15,0,0.0,9,0,1,118.59
22941,32,0,10,1,1.0,2,10,1,176.11
22942,35,0,11,2,2.0,12,5,1,759.1
22943,54,0,21,0,0.0,11,1,1,228.6
22944,50,0,7,1,7.0,2,1,1,312.08
22945,18,0,12,1,3.0,13,0,1,101.1
22946,51,0,6,1,1.0,9,5,1,388.6
22947,15,0,9,0,0.0,2,4,1,318.1
22948,32,0,11,1,3.0,9,11,1,271.58
22949,29,1,13,1,7.0,15,12,1,198.2
22950,1,0,20,0,0.0,2,5,1,447.1
22951,17,1,7,0,0.0,13,6,1,106.6
22952,8,0,16,1,3.0,2,7,1,167.1
22953,47,1,9,0,0.0,13,9,1,158.6
22954,40,0,5,1,1.0,9,0,1,448.6
22955,44,0,13,0,0.0,13,2,1,172.6
22956,40,1,16,1,1.0,8,9,1,140.6
22957,29,0,19,0,0.0,11,15,1,233.6
22958,4,0,8,1,6.0,11,15,1,607.21
22959,15,0,10,1,1.0,15,3,1,228.6
22960,49,0,9,1,2.0,12,3,1,461.6
22961,49,0,8,1,5.0,15,2,1,457.2
22962,22,0,13,1,4.0,7,8,1,427.21
22963,23,0,17,1,1.0,0,3,1,328.61
22964,40,1,11,1,1.0,15,5,1,195.6
22965,27,1,7,0,0.0,7,4,1,205.6
22966,17,0,8,1,1.0,10,13,1,162.6
22967,15,0,12,0,0.0,1,6,1,183.6
22968,13,0,6,0,0.0,4,9,1,285.6
22969,37,0,14,0,0.0,9,2,1,408.6
22970,54,0,20,1,2.0,12,2,1,201.58
22971,19,0,10,0,0.0,2,14,1,237.1
22972,19,0,6,1,7.0,9,10,1,292.2
22973,41,0,5,1,6.0,13,6,1,170.58
22974,11,0,12,0,0.0,2,10,1,257.1
22975,53,0,6,1,2.0,15,12,1,241.6
22976,27,1,13,1,2.0,14,8,1,211.61
22977,7,0,17,2,9.0,12,14,1,981.1
22978,21,0,6,1,1.0,0,9,1,91.58
22979,16,0,12,1,5.0,12,3,1,467.2
22980,21,0,12,1,2.0,0,13,1,199.6
22981,22,0,14,1,0.0,9,7,1,337.6
22982,23,0,18,1,2.0,15,8,1,437.6
22983,43,0,19,0,0.0,1,15,1,534.6
22984,51,0,14,0,0.0,10,4,1,259.6
22985,2,0,20,0,0.0,10,0,1,193.6
22986,39,0,19,1,3.0,9,8,1,361.6
22987,53,1,21,1,7.0,15,9,1,147.19
22988,26,0,7,0,0.0,11,14,1,47.98
22989,6,0,6,1,1.0,13,3,1,238.6
22990,24,0,19,0,0.0,13,1,1,258.6
22991,5,0,21,0,0.0,5,1,1,408.6
22992,32,0,22,1,2.0,15,11,1,271.61
22993,24,0,8,0,0.0,8,15,1,208.61
22994,48,0,16,1,2.0,2,4,1,200.1
22995,33,0,12,1,3.0,1,13,1,97.6
22996,6,0,7,1,2.0,11,15,1,961.6
22997,30,0,16,1,0.0,8,9,1,337.6
22998,36,0,10,1,4.0,10,4,1,155.58
22999,57,0,23,1,2.0,9,1,1,248.61
23000,22,0,6,1,3.0,9,1,1,140.61
23001,35,0,18,0,0.0,1,11,1,213.6
23002,46,0,17,0,0.0,11,10,1,98.6
23003,34,0,18,1,1.0,2,9,1,389.11
23004,29,0,19,1,1.0,14,3,1,418.6
23005,19,0,12,1,2.0,7,8,1,572.6
23006,50,0,17,1,3.0,5,10,1,196.1
23007,8,0,7,0,0.0,11,10,1,406.6
23008,30,0,20,0,0.0,9,13,1,178.59
23009,4,0,18,1,1.0,2,4,1,444.1
23010,24,0,6,1,1.0,5,6,1,256.1
23011,33,1,6,1,6.0,15,0,1,266.2
23012,10,0,12,1,3.0,5,4,1,267.6
23013,46,1,12,1,4.0,4,2,1,289.2
23014,21,0,6,1,5.0,0,1,1,257.21
23015,1,0,8,2,9.0,5,4,1,408.19
23016,3,0,12,2,8.0,10,7,1,440.11
23017,1,0,6,0,0.0,5,7,1,181.6
23018,35,1,24,0,0.0,9,6,1,137.6
23019,42,0,15,0,0.0,15,5,1,298.6
23020,30,1,10,2,10.0,15,5,1,311.71
23021,33,0,14,1,1.0,15,5,1,744.59
23022,30,0,11,1,2.0,14,15,1,717.6
23023,10,0,10,1,8.0,4,11,1,367.2
23025,23,1,22,0,0.0,15,9,1,78.6
23026,12,0,17,0,0.0,2,5,1,357.1
23027,13,0,8,0,0.0,3,10,1,418.6
23028,25,0,10,0,0.0,13,10,1,215.6
23029,35,0,24,1,3.0,9,7,1,487.6
23030,39,0,23,0,0.0,9,14,1,216.6
23031,59,0,13,1,2.0,7,9,1,437.6
23032,21,0,16,1,2.0,3,13,1,218.61
23033,18,0,18,0,0.0,3,0,1,428.6
23034,14,0,17,0,0.0,0,2,1,348.6
23035,47,0,7,2,3.0,10,12,1,706.09
23036,32,0,13,1,1.0,2,9,1,637.1
23037,1,0,9,1,6.0,13,12,1,570.21
23038,11,0,15,1,4.0,10,7,1,426.1
23039,37,0,15,1,1.0,0,10,1,227.6
23040,2,0,11,1,2.0,3,1,1,327.6
23041,5,0,10,3,3.0,3,0,1,777.54
23042,16,0,7,2,6.0,15,0,1,567.09
23043,50,1,9,1,2.0,9,8,1,342.6
23045,14,0,11,1,1.0,4,13,1,118.58
23046,49,0,9,1,8.0,0,9,1,154.58
23047,11,0,6,1,2.0,7,1,1,530.09
23048,17,0,11,0,0.0,2,3,1,464.1
23049,1,0,13,2,3.0,7,11,1,438.61
23050,11,0,11,1,1.0,4,10,1,571.6
23051,43,0,12,1,2.0,2,4,1,387.1
23052,8,0,15,1,3.0,13,8,1,561.6
23053,20,0,14,1,0.0,10,9,1,442.6
23054,49,0,8,1,4.0,3,8,1,302.6
