,daysBetweenDates,isBasicEconomy,1depTimeOnly,numberOfStopovers,waitingTime,numericalStartingAirport,numericalDestinationAirport,numerical1cabin,totalFare
3483,53,0,6,1,8.0,9,5,1,533.2
3484,1,0,20,1,1.0,15,5,1,538.6
3485,40,0,8,2,4.0,2,12,1,745.59
3486,3,0,6,1,3.0,13,8,1,476.59
3487,49,0,22,1,6.0,15,10,1,747.19
3488,9,0,7,1,3.0,14,11,1,446.6
3489,57,0,7,1,1.0,0,9,1,501.6
3491,24,0,10,0,0.0,11,0,1,348.6
3492,55,0,16,0,0.0,15,9,1,784.6
3493,12,0,8,1,2.0,4,9,1,428.61
3494,20,0,14,1,1.0,5,0,1,211.6
3495,23,0,10,0,0.0,13,2,1,349.6
3496,35,0,20,1,1.0,6,7,1,542.6
3498,18,1,20,1,1.0,1,13,1,102.6
3499,4,0,6,1,1.0,1,11,1,177.62
3500,20,0,11,1,3.0,0,13,1,641.61
3501,12,0,12,2,3.0,9,2,1,523.11
3502,2,0,24,0,0.0,3,8,1,218.6
3504,18,0,6,2,4.0,12,10,1,627.1
3505,34,0,18,1,1.0,6,15,1,332.6
3507,25,0,24,1,4.0,15,11,1,381.6
3508,9,0,9,1,1.0,10,14,1,385.61
3509,17,0,16,1,4.0,13,9,1,274.1
3510,49,0,9,0,0.0,10,11,1,82.59
3511,27,0,7,1,1.0,1,0,1,117.6
3512,5,0,13,1,1.0,13,2,1,381.6
3513,12,0,8,1,4.0,15,7,1,731.2
3514,35,1,7,1,1.0,7,3,1,203.6
3515,31,0,11,1,4.0,7,13,1,341.7
3516,11,0,12,1,4.0,6,7,1,357.69
3517,60,0,15,0,0.0,2,7,1,267.1
3518,37,0,12,1,3.0,1,0,1,207.61
3519,39,0,11,0,0.0,11,1,1,213.6
3520,48,0,17,0,0.0,11,14,1,162.6
3521,19,0,8,0,0.0,0,4,1,308.6
3522,21,0,7,1,4.0,5,9,1,337.6
3523,50,0,9,1,0.0,4,14,1,192.6
3524,35,1,20,0,0.0,1,2,1,168.61
3525,54,0,13,1,7.0,12,1,1,297.2
3526,13,0,7,1,1.0,11,5,1,358.6
3527,16,0,7,1,5.0,6,15,1,577.19
3528,3,0,16,1,2.0,9,3,1,241.6
3530,11,1,13,1,3.0,10,1,1,201.61
3531,49,0,14,2,4.0,4,12,1,567.09
3532,37,0,10,1,6.0,6,15,1,327.2
3533,57,0,12,1,0.0,4,11,1,348.61
3534,50,0,16,1,1.0,5,12,1,552.6
3535,14,0,21,0,0.0,10,1,1,133.6
3536,38,0,11,1,11.0,4,13,1,82.58
3537,42,0,7,1,1.0,13,11,1,388.6
3538,39,0,7,1,1.0,14,9,1,498.6
3540,10,0,6,1,7.0,8,7,1,437.21
3541,1,0,19,2,6.0,12,14,1,717.1
3542,24,1,13,1,1.0,8,4,1,162.6
3543,23,1,13,1,1.0,10,2,1,167.6
3544,13,0,11,1,3.0,13,8,1,511.6
3545,26,0,15,1,3.0,10,11,1,177.61
3546,17,0,13,1,2.0,7,9,1,586.1
3547,9,0,12,1,2.0,1,13,1,217.61
3548,12,0,8,1,1.0,2,14,1,159.1
3549,38,0,7,1,3.0,14,2,1,185.6
3550,54,0,18,0,0.0,13,8,1,153.6
3551,5,0,7,1,1.0,13,9,1,271.58
3552,15,0,22,1,3.0,9,7,1,286.1
3553,16,0,11,1,6.0,0,9,1,544.2
3554,57,0,13,1,4.0,2,6,1,175.08
3555,1,0,9,1,2.0,8,0,1,511.6
3556,32,0,7,1,4.0,0,11,1,91.21
3557,6,0,14,2,3.0,8,14,1,710.09
3558,24,0,8,1,6.0,1,0,1,138.58
3559,13,0,13,0,0.0,10,13,1,188.6
3560,32,0,7,2,9.0,8,12,1,575.7
3561,15,1,6,1,1.0,14,3,1,214.6
3562,24,1,8,1,3.0,0,8,1,79.1
3563,8,0,22,1,1.0,15,0,1,781.6
3564,1,0,8,1,2.0,10,15,1,380.6
3565,8,0,13,1,7.0,14,4,1,460.2
3566,39,0,8,1,1.0,3,5,1,437.6
3567,4,0,17,1,2.0,2,3,1,341.1
3568,45,0,10,1,3.0,13,3,1,399.59
3569,56,0,15,1,2.0,13,11,1,222.6
3570,13,0,11,0,0.0,13,4,1,198.6
3571,52,0,19,1,1.0,15,12,1,461.6
3572,28,1,16,0,0.0,14,13,1,78.6
3573,52,0,12,0,0.0,1,2,1,188.6
3574,49,0,24,1,4.0,3,4,1,223.59
3575,55,0,5,1,7.0,4,2,1,295.58
3576,56,0,23,2,2.0,15,10,1,408.1
3577,59,0,13,1,3.0,10,2,1,157.6
3579,19,0,24,2,3.0,15,10,1,446.1
3580,40,0,6,1,1.0,2,0,1,295.1
3581,18,0,6,1,1.0,1,3,1,177.61
3582,3,0,6,1,1.0,11,14,1,135.6
3583,29,0,10,0,0.0,3,2,1,708.6
3584,6,0,16,1,2.0,9,3,1,192.6
3585,21,0,6,1,8.0,9,5,1,173.58
3586,30,0,21,0,0.0,11,13,1,224.6
3587,35,0,22,1,1.0,15,5,1,225.1
3588,32,0,16,1,0.0,5,9,1,170.6
3589,47,0,13,1,1.0,9,7,1,536.6
3590,7,0,13,0,0.0,3,9,1,208.61
3591,20,0,20,1,1.0,3,9,1,137.6
3592,52,0,7,1,7.0,12,4,1,362.58
3593,43,0,10,0,0.0,3,0,1,348.6
3594,6,0,7,1,1.0,10,7,1,571.59
3595,44,0,7,1,2.0,12,3,1,476.61
3596,22,0,24,1,3.0,9,3,1,310.59
3597,12,0,9,1,6.0,1,12,1,593.2
3598,18,1,11,1,0.0,6,1,1,186.61
3599,6,0,20,0,0.0,11,1,1,213.6
3600,46,0,23,1,4.0,9,10,1,266.62
3601,51,0,8,0,0.0,0,2,1,148.6
3602,20,0,9,2,10.0,10,12,1,601.7
3603,39,0,9,0,0.0,1,9,1,371.6
3604,17,0,13,1,5.0,12,15,1,454.2
3605,7,0,12,0,0.0,3,15,1,215.6
3606,34,0,8,0,0.0,1,13,1,93.6
3607,35,0,14,1,1.0,14,11,1,196.58
3608,43,0,10,0,0.0,7,0,1,218.6
3609,31,0,24,0,0.0,15,2,1,665.6
3610,4,0,15,1,1.0,0,11,1,513.6
3611,49,0,10,1,2.0,13,2,1,149.6
3612,16,0,13,0,0.0,6,4,1,301.6
3613,43,0,6,1,2.0,14,15,1,677.6
3614,1,0,17,1,1.0,10,14,1,386.61
3615,5,0,6,1,3.0,11,6,1,297.6
3616,1,0,12,1,3.0,1,15,1,373.61
3617,8,0,6,0,0.0,10,4,1,211.61
3618,10,0,15,1,2.0,2,10,1,336.1
3619,5,0,17,1,1.0,10,9,1,567.6
3620,46,0,23,1,2.0,9,11,1,221.62
3621,23,0,10,0,0.0,11,8,1,118.6
3622,5,0,7,1,6.0,4,14,1,487.2
3623,27,1,6,1,3.0,10,9,1,337.6
3624,6,0,9,1,2.0,13,2,1,410.6
3625,25,0,14,0,0.0,1,13,1,278.6
3626,44,1,15,1,1.0,4,11,1,142.6
3627,14,0,15,0,0.0,0,13,1,81.59
3628,59,0,13,1,4.0,7,10,1,506.61
3629,22,0,8,1,7.0,5,1,1,81.58
3630,24,0,17,0,0.0,13,1,1,328.6
3631,31,0,15,1,1.0,9,5,1,467.6
3632,35,0,8,2,3.0,12,10,1,746.1
3633,59,0,22,0,0.0,7,3,1,248.6
3635,3,1,17,0,0.0,13,6,1,178.6
3636,51,0,11,1,1.0,3,0,1,192.6
3637,58,0,11,1,2.0,1,0,1,301.6
3638,46,0,23,1,1.0,9,14,1,241.58
3640,37,0,13,1,2.0,6,14,1,421.61
3641,59,0,13,1,3.0,1,3,1,647.6
3642,13,1,8,0,0.0,10,13,1,148.6
3643,13,0,6,1,3.0,9,14,1,698.6
3644,6,0,8,1,1.0,10,2,1,192.6
3645,25,0,17,0,0.0,0,11,1,168.61
3646,39,1,14,0,0.0,1,8,1,123.61
3647,28,0,5,0,0.0,9,3,1,98.6
3648,55,0,5,1,6.0,15,10,1,481.21
3649,12,0,14,1,4.0,6,14,1,329.7
3651,43,1,6,1,0.0,6,3,1,162.6
3652,19,0,23,1,7.0,11,5,1,193.78
3653,18,0,5,0,0.0,15,3,1,205.6
3654,3,0,24,1,1.0,9,13,1,761.6
3655,7,1,12,1,4.0,13,7,1,200.6
3656,15,0,8,0,0.0,8,15,1,156.6
3657,2,0,15,1,1.0,2,14,1,178.1
3658,42,1,13,0,0.0,4,5,1,157.6
3659,7,0,7,1,3.0,12,6,1,608.6
3660,41,0,15,1,4.0,10,0,1,127.6
3661,9,1,6,0,0.0,1,6,1,128.6
3662,8,0,24,1,2.0,9,13,1,346.61
3663,29,0,11,0,0.0,1,8,1,233.6
3664,11,1,13,1,2.0,9,6,1,276.6
3665,25,0,12,0,0.0,6,2,1,158.6
3666,10,1,9,1,1.0,0,10,1,107.6
3667,7,1,7,1,3.0,0,14,1,323.6
3668,43,0,12,1,1.0,0,9,1,327.6
3669,17,0,8,0,0.0,15,4,1,368.6
3670,28,0,14,1,7.0,12,15,1,362.2
3671,33,0,23,1,2.0,15,10,1,190.61
3672,25,0,10,1,7.0,0,3,1,477.2
3673,40,0,8,1,4.0,3,12,1,472.21
3674,8,0,6,1,4.0,14,13,1,544.2
3675,20,0,7,1,2.0,12,3,1,461.6
3676,22,0,10,1,2.0,13,7,1,350.1
3677,24,1,15,1,3.0,2,8,1,166.1
3678,29,0,9,1,3.0,8,5,1,501.61
3679,39,1,17,0,0.0,7,8,1,90.6
3680,33,0,16,0,0.0,1,8,1,113.6
3681,17,0,15,1,1.0,10,4,1,456.6
3682,46,0,24,1,1.0,15,5,1,585.6
3683,30,0,6,1,4.0,11,10,1,124.78
3684,2,0,6,1,2.0,14,6,1,391.61
3685,17,0,12,1,2.0,9,1,1,279.6
3687,45,1,13,1,4.0,14,11,1,158.6
3688,4,1,13,1,1.0,13,0,1,211.6
3689,45,0,6,1,1.0,6,0,1,381.6
3690,8,0,12,1,7.0,12,15,1,437.2
3691,58,0,13,2,3.0,1,12,1,895.1
3692,13,0,12,1,4.0,14,15,1,614.59
3693,59,0,6,1,1.0,1,0,1,438.59
3694,45,0,14,2,4.0,10,12,1,549.1
3695,27,0,11,1,3.0,13,1,1,290.36
3696,56,0,7,1,2.0,0,9,1,407.6
3697,17,0,12,1,1.0,8,2,1,181.6
3698,1,0,6,1,2.0,9,3,1,253.6
3699,27,1,23,0,0.0,15,1,1,308.6
3700,53,0,8,2,11.0,14,12,1,682.7
3701,27,0,13,1,3.0,3,6,1,177.61
3702,44,0,11,1,5.0,1,3,1,358.2
3703,11,0,7,1,3.0,11,6,1,232.6
3704,43,0,12,1,2.0,15,1,1,671.59
3705,2,0,19,0,0.0,8,9,1,303.6
3706,51,0,9,0,0.0,1,10,1,84.6
3707,52,0,10,1,5.0,12,5,1,276.58
3708,48,0,10,2,6.0,8,4,1,692.71
3709,19,0,7,1,2.0,6,9,1,457.6
3710,14,0,7,1,3.0,14,12,1,608.6
3711,4,0,8,1,1.0,15,6,1,362.6
3712,42,0,24,1,2.0,3,11,1,517.6
3713,24,0,15,1,0.0,5,8,1,521.61
3714,32,0,6,1,4.0,1,11,1,261.58
3715,22,0,18,1,1.0,11,4,1,224.6
3716,42,0,13,0,0.0,2,6,1,178.1
3717,10,0,7,1,1.0,9,10,1,765.6
3718,16,0,7,0,0.0,15,3,1,73.98
3719,41,1,8,1,1.0,15,11,1,318.6
3720,34,0,13,2,9.0,12,1,1,1650.7
3721,27,0,23,1,1.0,15,0,1,507.6
3722,30,0,23,0,0.0,2,14,1,237.1
3723,51,0,16,0,0.0,10,4,1,178.6
3724,33,0,18,0,0.0,3,7,1,194.6
3725,59,0,9,0,0.0,8,4,1,248.6
3726,45,0,17,1,4.0,11,14,1,338.6
3727,17,0,22,1,3.0,9,10,1,266.62
3728,2,0,7,0,0.0,11,6,1,338.61
3729,33,0,18,1,6.0,9,10,1,430.2
3730,20,0,10,0,0.0,9,1,1,359.6
3731,12,0,21,1,3.0,9,2,1,274.61
3732,23,1,18,1,1.0,4,2,1,144.6
3733,5,0,23,1,4.0,15,11,1,557.2
3734,4,0,20,0,0.0,0,6,1,248.6
3735,26,0,18,0,0.0,1,9,1,468.61
3736,47,0,15,1,1.0,14,10,1,261.59
3738,18,0,12,1,6.0,8,3,1,607.21
3739,24,0,8,2,3.0,11,14,1,346.12
3740,25,1,6,1,1.0,9,7,1,241.6
3741,50,0,15,1,1.0,13,11,1,181.6
3742,31,0,15,0,0.0,0,11,1,213.6
3743,5,0,6,1,2.0,7,2,1,157.6
3744,41,0,13,0,0.0,0,1,1,328.6
3745,31,0,6,1,1.0,15,13,1,463.6
3746,22,0,6,2,4.0,14,9,1,687.1
3747,31,0,14,1,0.0,4,2,1,241.6
3748,35,1,11,0,0.0,10,7,1,98.6
3749,1,0,12,1,1.0,2,13,1,397.1
3750,42,0,6,0,0.0,15,8,1,308.6
3751,47,0,7,1,7.0,4,11,1,320.2
3752,18,0,7,1,1.0,4,13,1,478.61
3753,23,0,13,1,6.0,15,12,1,382.2
3754,13,1,10,0,0.0,1,0,1,218.6
3755,49,0,6,1,1.0,11,10,1,154.6
3756,4,0,6,0,0.0,1,11,1,228.6
3757,24,1,7,1,6.0,10,0,1,181.19
3758,20,0,10,1,4.0,3,11,1,523.6
3759,25,1,14,1,2.0,15,13,1,229.6
3760,49,0,15,1,1.0,4,1,1,318.6
3761,20,0,17,1,1.0,10,4,1,417.6
3762,27,1,10,1,3.0,2,10,1,149.1
3763,8,0,12,1,4.0,6,14,1,482.6
3764,45,0,6,1,1.0,9,3,1,157.6
3765,2,0,11,1,2.0,9,10,1,395.6
3766,34,0,8,1,5.0,7,15,1,562.21
3767,33,0,6,1,2.0,14,7,1,571.6
3768,41,0,6,1,1.0,15,3,1,203.6
3769,1,0,11,0,0.0,1,15,1,338.61
3770,27,0,14,0,0.0,2,6,1,237.1
3771,6,0,10,1,1.0,10,11,1,387.6
3772,21,1,16,0,0.0,13,10,1,230.11
3773,47,0,15,1,3.0,2,4,1,170.1
3774,46,0,11,1,1.0,2,11,1,365.1
3775,38,1,13,1,3.0,15,13,1,139.6
3776,33,0,18,1,0.0,11,14,1,171.6
3777,38,0,23,0,0.0,9,8,1,348.6
3778,7,0,7,1,2.0,12,9,1,74.78
3779,43,0,10,1,2.0,2,3,1,572.1
3780,21,1,12,1,1.0,5,13,1,159.1
3781,37,0,15,1,3.0,2,15,1,437.1
3782,32,0,17,0,0.0,1,9,1,234.6
3783,20,0,12,2,6.0,1,12,1,600.71
3784,51,0,8,1,8.0,5,0,1,320.2
3785,47,0,6,1,1.0,7,4,1,288.6
3786,25,1,16,0,0.0,10,1,1,83.6
3787,18,0,10,0,0.0,0,14,1,238.6
3789,23,0,8,1,7.0,5,4,1,228.58
3790,21,0,14,2,2.0,1,12,1,556.1
3791,18,0,7,1,1.0,2,0,1,235.1
3792,17,0,9,0,0.0,1,5,1,258.6
3793,34,0,8,0,0.0,13,10,1,228.6
3794,45,0,10,0,0.0,4,2,1,349.6
3795,9,1,6,1,2.0,9,2,1,279.6
3796,43,1,11,1,4.0,1,5,1,157.6
3797,27,0,9,1,3.0,9,13,1,244.6
3798,14,0,7,0,0.0,8,11,1,142.6
3799,46,0,12,1,1.0,9,2,1,351.6
3800,11,1,6,1,1.0,5,7,1,198.1
3801,54,0,15,1,5.0,1,15,1,387.2
3802,36,0,9,0,0.0,13,2,1,183.6
3803,13,0,7,1,7.0,7,6,1,357.69
3804,45,1,9,1,1.0,3,12,1,168.6
3805,9,0,9,1,3.0,14,4,1,268.6
3806,23,0,22,0,0.0,5,10,1,208.61
3807,41,1,12,1,3.0,0,15,1,107.6
3808,25,0,11,1,2.0,9,5,1,467.6
3809,8,0,9,0,0.0,8,4,1,333.6
3810,27,1,23,0,0.0,0,4,1,160.6
3811,29,1,8,1,2.0,14,10,1,171.61
3812,40,0,15,0,0.0,9,4,1,168.61
3813,37,1,12,1,3.0,14,8,1,211.61
3814,31,0,19,0,0.0,1,14,1,99.6
3815,41,0,8,1,4.0,3,8,1,562.2
3816,35,0,9,0,0.0,10,11,1,335.61
3817,30,0,7,0,0.0,4,10,1,215.6
3818,37,1,12,0,0.0,13,14,1,171.6
3819,1,0,7,1,5.0,15,2,1,620.2
3820,16,0,12,1,3.0,9,5,1,279.6
3821,17,0,8,1,6.0,10,9,1,421.2
3822,34,1,9,1,1.0,7,0,1,97.6
3823,48,0,22,0,0.0,14,0,1,38.59
3824,4,1,10,1,1.0,1,11,1,177.61
3825,31,0,12,0,0.0,11,8,1,192.6
3826,2,0,10,0,0.0,10,5,1,219.6
3827,40,0,11,1,2.0,14,0,1,247.6
3828,57,0,16,0,0.0,9,3,1,278.6
3829,36,0,10,1,2.0,10,9,1,467.6
3830,60,1,24,1,5.0,15,1,1,286.2
3831,56,0,8,1,6.0,9,0,1,110.58
3832,17,0,8,1,1.0,9,1,1,389.61
3833,3,0,7,1,2.0,15,6,1,372.1
3834,44,0,7,0,0.0,1,10,1,148.6
3835,4,1,16,0,0.0,8,13,1,168.61
3836,7,0,6,1,1.0,5,0,1,356.1
3837,58,0,7,0,0.0,4,10,1,148.6
3838,56,0,6,0,0.0,5,9,1,328.6
3839,3,0,6,1,3.0,4,3,1,211.6
3840,40,0,13,1,1.0,1,14,1,157.6
3841,49,0,9,1,3.0,0,13,1,241.58
3842,58,0,14,1,1.0,15,2,1,594.6
3843,53,0,9,0,0.0,9,0,1,378.6
3844,18,0,7,1,2.0,5,9,1,177.78
3845,40,0,20,2,8.0,6,12,1,596.71
3846,13,0,17,0,0.0,4,1,1,404.6
3847,31,0,8,1,3.0,9,1,1,568.6
3848,50,0,10,1,3.0,11,0,1,225.59
3849,43,0,14,1,1.0,5,3,1,287.6
3850,19,0,8,1,1.0,7,1,1,416.61
3852,41,0,13,1,2.0,4,6,1,498.6
3853,32,1,14,0,0.0,9,15,1,123.61
3854,17,1,6,2,7.0,0,1,1,151.69
3855,51,0,18,0,0.0,10,1,1,208.61
3856,19,0,11,1,7.0,14,13,1,304.6
3857,29,0,6,1,2.0,9,10,1,458.6
3858,7,0,19,1,1.0,14,3,1,247.6
3860,2,0,16,2,2.0,4,12,1,531.1
3861,58,0,16,1,5.0,14,10,1,288.21
3862,33,1,17,1,1.0,4,8,1,150.6
3863,55,0,8,0,0.0,1,8,1,332.12
3864,11,0,7,1,4.0,4,1,1,537.6
3865,59,0,8,1,2.0,4,9,1,368.6
3866,8,0,15,0,0.0,0,1,1,478.6
3867,11,0,9,0,0.0,9,8,1,418.6
3868,30,1,21,0,0.0,4,9,1,202.6
3870,31,0,8,1,3.0,0,10,1,107.6
3871,17,0,12,1,1.0,11,5,1,402.6
3872,26,0,6,1,5.0,15,0,1,703.2
3873,3,0,8,0,0.0,0,10,1,538.6
3874,44,0,18,0,0.0,1,13,1,188.6
3875,10,1,10,1,1.0,13,0,1,127.6
3876,17,1,8,1,2.0,1,5,1,137.6
3877,45,0,18,0,0.0,13,5,1,202.6
3878,18,1,6,1,6.0,1,10,1,195.2
3879,18,0,22,2,8.0,8,4,1,585.69
3880,60,0,18,1,2.0,14,15,1,691.61
3881,15,0,14,1,3.0,10,15,1,651.6
3882,9,0,15,1,2.0,2,5,1,566.1
3883,15,0,10,1,7.0,4,9,1,374.2
3884,28,1,20,0,0.0,2,8,1,157.1
3885,43,0,20,1,8.0,3,4,1,217.2
3886,38,0,9,2,4.0,10,12,1,885.09
3887,36,0,13,0,0.0,9,8,1,308.6
3888,4,0,19,1,2.0,8,5,1,312.1
3889,24,0,8,0,0.0,0,11,1,86.59
3890,28,0,5,2,10.0,7,11,1,250.2
3891,8,0,20,0,0.0,11,6,1,42.79
3892,44,0,15,1,1.0,5,11,1,397.6
3893,31,1,16,0,0.0,6,4,1,206.6
3894,8,0,10,1,4.0,6,14,1,607.2
3895,6,0,14,1,6.0,1,7,1,382.7
3896,24,0,9,0,0.0,15,9,1,128.6
3897,2,0,10,1,3.0,4,15,1,305.61
3898,14,0,12,1,3.0,14,15,1,352.6
3899,29,0,7,1,2.0,14,9,1,334.6
3900,57,0,24,2,8.0,15,5,1,402.69
3901,22,0,22,0,0.0,9,8,1,598.61
3902,21,0,6,1,8.0,1,11,1,337.2
3903,41,0,13,1,2.0,12,9,1,661.6
3904,17,0,7,1,4.0,7,12,1,635.2
3905,32,0,20,1,1.0,0,12,1,498.6
3906,29,0,5,0,0.0,13,4,1,259.6
3907,20,0,8,1,1.0,1,3,1,267.6
3908,56,0,12,0,0.0,8,9,1,613.6
3909,6,0,10,1,4.0,5,0,1,356.1
3910,36,0,8,0,0.0,1,9,1,528.6
3911,36,1,9,1,7.0,11,14,1,437.21
3912,45,1,20,1,1.0,10,1,1,110.6
3913,28,1,9,0,0.0,0,6,1,128.6
3914,47,0,6,1,4.0,0,9,1,574.6
3915,5,0,17,1,1.0,10,4,1,317.6
3916,44,0,11,1,2.0,6,13,1,129.58
3917,13,0,16,0,0.0,4,5,1,334.6
3918,13,0,8,0,0.0,15,1,1,309.35
3919,5,0,19,0,0.0,4,3,1,108.99
3920,21,0,16,0,0.0,7,15,1,528.6
3921,1,0,6,1,1.0,9,6,1,390.58
3922,21,0,12,1,1.0,5,15,1,436.6
3923,4,0,22,1,1.0,15,14,1,348.62
3924,9,0,14,1,1.0,11,2,1,238.6
3925,2,0,20,0,0.0,14,0,1,142.59
3927,39,1,7,1,2.0,13,0,1,167.6
3928,19,0,17,1,5.0,0,15,1,217.2
3929,10,0,20,0,0.0,11,10,1,172.6
3930,41,0,13,1,1.0,9,0,1,448.6
3931,45,0,8,0,0.0,15,9,1,188.6
3932,59,0,15,1,3.0,5,11,1,357.6
3933,18,1,14,2,9.0,15,5,1,246.7
3934,46,1,13,1,3.0,5,15,1,307.6
3935,22,1,10,1,4.0,8,15,1,327.2
3936,43,0,12,0,0.0,3,8,1,338.61
3938,47,0,23,1,1.0,15,10,1,477.61
3939,35,0,13,1,2.0,13,6,1,181.6
3940,58,0,12,1,3.0,8,13,1,511.6
3941,31,0,15,1,2.0,4,0,1,149.6
3942,57,0,18,1,2.0,5,15,1,642.6
3943,12,1,14,0,0.0,4,6,1,168.61
3944,43,0,13,0,0.0,1,13,1,158.6
3945,11,0,8,1,1.0,9,10,1,771.6
3946,28,0,15,1,2.0,10,15,1,377.6
3948,25,0,21,0,0.0,0,8,1,198.6
3949,42,0,12,1,6.0,2,9,1,198.09
3950,34,0,21,0,0.0,3,13,1,162.6
3951,33,0,8,1,1.0,9,5,1,337.6
3952,47,0,10,0,0.0,8,15,1,458.6
3953,22,0,7,0,0.0,6,4,1,386.6
3954,17,0,6,1,2.0,9,8,1,408.6
3955,49,0,15,1,5.0,2,9,1,560.71
3956,2,0,16,0,0.0,13,6,1,558.6
3957,15,0,9,0,0.0,13,15,1,233.6
3958,48,1,9,1,1.0,4,10,1,137.6
3959,23,0,6,1,1.0,11,6,1,313.6
3960,31,0,16,2,2.0,0,14,1,530.1
3961,45,0,15,0,0.0,1,11,1,94.6
3962,2,0,15,1,3.0,4,6,1,225.6
3964,17,0,23,0,0.0,2,6,1,152.1
3965,41,0,7,1,6.0,4,8,1,667.2
3967,19,0,7,0,0.0,2,11,1,307.1
3968,13,0,10,1,2.0,5,3,1,538.61
3969,23,0,10,1,8.0,5,15,1,537.2
3970,47,0,6,0,0.0,2,7,1,107.1
3971,10,0,9,1,2.0,11,2,1,181.6
3972,44,0,1,1,2.0,9,7,1,547.6
3973,41,0,1,1,1.0,9,0,1,641.61
3974,54,1,6,1,3.0,14,7,1,366.6
3975,59,0,8,1,2.0,4,9,1,268.6
3976,2,0,16,0,0.0,6,1,1,183.6
3977,8,0,7,2,8.0,5,12,1,624.7
3978,53,0,6,1,4.0,3,2,1,288.58
3979,11,1,10,1,2.0,4,10,1,137.6
3980,4,0,10,1,3.0,2,15,1,487.1
3981,8,0,24,1,2.0,15,10,1,389.61
3982,6,0,7,1,2.0,3,15,1,378.6
3983,29,0,11,1,1.0,2,3,1,273.1
3984,46,1,13,0,0.0,3,4,1,202.6
3985,38,0,15,1,5.0,4,12,1,120.58
3987,8,0,16,1,5.0,9,2,1,187.58
3988,20,0,7,1,7.0,1,9,1,541.2
3989,4,1,20,0,0.0,1,6,1,143.6
3990,26,0,6,0,0.0,6,13,1,158.6
3991,57,0,8,1,3.0,1,5,1,266.62
3992,3,0,23,1,4.0,9,1,1,595.1
3993,23,0,6,1,3.0,9,7,1,406.1
3994,21,0,18,0,0.0,1,8,1,278.6
3995,4,0,14,1,6.0,6,14,1,480.19
3996,19,0,23,2,7.0,8,2,1,452.69
3997,46,0,12,1,6.0,5,2,1,343.2
3998,54,0,14,1,1.0,13,4,1,256.58
4000,4,0,7,1,4.0,5,0,1,362.2
4001,39,0,12,1,3.0,6,7,1,298.6
4002,35,0,9,0,0.0,1,4,1,571.6
4003,3,0,7,1,1.0,4,14,1,347.61
4004,31,0,21,1,6.0,13,8,1,537.2
4005,52,0,10,1,1.0,3,1,1,601.61
4006,18,0,16,1,2.0,2,13,1,357.1
4007,55,0,13,0,0.0,6,1,1,188.6
4008,5,0,7,1,4.0,15,11,1,617.2
4009,42,0,12,1,6.0,11,0,1,58.59
4011,42,0,6,1,1.0,5,8,1,199.61
4013,38,0,13,1,2.0,8,2,1,255.61
4015,17,0,7,2,4.0,2,9,1,475.6
4016,1,0,8,1,3.0,4,10,1,247.6
4017,38,1,19,1,1.0,14,4,1,108.6
4018,39,1,14,0,0.0,4,6,1,148.6
4019,8,0,6,1,6.0,12,13,1,279.58
4020,13,0,16,0,0.0,3,14,1,141.99
4021,20,0,18,1,3.0,0,1,1,401.6
4022,36,0,12,0,0.0,9,8,1,418.6
4023,10,0,16,1,4.0,5,15,1,647.2
4024,25,0,16,1,2.0,13,1,1,112.6
4025,5,0,6,1,3.0,4,2,1,358.6
4026,34,0,6,2,7.0,7,10,1,277.69
4027,10,0,7,0,0.0,15,8,1,218.6
4028,16,1,8,0,0.0,15,4,1,183.6
4029,9,0,15,1,4.0,8,0,1,201.1
4030,54,1,13,0,0.0,0,4,1,150.6
4031,36,0,14,1,1.0,14,4,1,287.6
4033,10,0,13,1,2.0,12,3,1,304.61
4034,26,0,19,2,6.0,12,7,1,721.7
4035,52,0,9,1,2.0,13,8,1,181.6
4037,44,1,22,0,0.0,10,1,1,73.6
4038,40,0,7,1,0.0,9,10,1,584.6
4039,12,0,20,1,6.0,8,9,1,322.2
4041,44,0,18,0,0.0,3,15,1,268.6
4042,17,0,6,1,2.0,14,15,1,677.6
4043,46,0,14,0,0.0,15,13,1,528.6
4044,13,0,1,1,3.0,15,2,1,438.6
4046,46,0,9,0,0.0,1,11,1,278.6
4047,48,1,9,1,1.0,0,10,1,107.6
4048,14,0,13,0,0.0,15,7,1,538.6
4049,45,0,8,0,0.0,1,11,1,218.6
4050,9,0,9,1,2.0,4,11,1,242.6
4051,36,0,12,1,1.0,2,13,1,357.1
4052,10,0,24,1,1.0,15,5,1,624.6
4053,41,0,15,1,2.0,2,10,1,176.11
4054,53,0,23,1,7.0,9,1,1,672.2
4055,16,0,6,0,0.0,4,13,1,172.6
4056,2,0,10,1,1.0,10,2,1,200.6
4057,16,1,8,1,3.0,0,9,1,167.6
4058,54,0,10,2,6.0,6,12,1,961.71
4059,43,0,24,1,1.0,15,2,1,389.61
4060,45,0,11,1,3.0,3,11,1,219.99
4061,57,0,14,1,3.0,2,15,1,609.09
4062,53,0,11,1,2.0,0,6,1,247.6
4063,14,0,17,1,3.0,4,11,1,272.6
4064,47,0,7,1,3.0,10,15,1,395.6
4065,8,1,16,1,1.0,6,4,1,137.6
4067,1,1,19,1,1.0,1,15,1,307.6
4068,40,1,11,1,1.0,14,10,1,293.6
4069,7,1,8,1,2.0,13,10,1,147.6
